"PT","AU","BA","BE","GP","AF","BF","CA","TI","SO","SE","BS","LA","DT","CT","CY","CL","SP","HO","DE","ID","AB","C1","RP","EM","RI","OI","FU","FX","CR","NR","TC","Z9","U1","U2","PU","PI","PA","SN","EI","BN","J9","JI","PD","PY","VL","IS","PN","SU","SI","MA","BP","EP","AR","DI","D2","PG","WC","SC","GA","UT","PM","index","dirty_index"
"J","Peng, QY; Jia, SH; Parodo, J; Ai, YH; Marshall, JC",NA,NA,NA,"Peng, Qianyi; Jia, Song Hui; Parodo, Jean; Ai, Yuhang; Marshall, John C.",NA,NA,"Pre-B cell colony enhancing factor induces Nampt-dependent translocation of the insulin receptor out of lipid microdomains in A549 lung epithelial cells","AMERICAN JOURNAL OF PHYSIOLOGY-ENDOCRINOLOGY AND METABOLISM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pre-B cell colony-enhancing factor (PBEF) is a highly conserved pleiotropic protein reported to be an alternate ligand for the insulin receptor (IR). We sought to clarify the relationship between PBEF and insulin signaling by evaluating the effects of PBEF on the localization of the IR beta chain to lipid rafts in A549 epithelial cells. We isolated lipid rafts from A549 cells and detected the IR by immunoprecipitation from raft fractions or whole cell lysates. Cells were treated with rPBEF, its enzymatic product nicotinamide adenine dinucleotide (NAD), or the Nampt inhibitor daporinad to study the effect of PBEF on IR beta movement. We used coimmunoprecipitation studies in cells transfected with PBEF and IR beta constructs to detect interactions between PBEF, the IR beta, and caveolin-1 (Cav-1). PBEF was present in both lipid raft and nonraft fractions, whereas the IR was found only in lipid raft fractions of resting A549 cells. The IR-, PBEF-, and Cav-1-coimmunoprecipitated rPBEF treatment resulted in the movement of IR beta- and tyrosine-phosphorylated Cav-1 from lipid rafts to nonrafts, an effect that could be blocked by daporinad, suggesting that this effect was facilitated by the Nampt activity of PBEF. The addition of PBEF to insulin-treated cells resulted in reduced Akt phosphorylation of both Ser(473) and Thr(308). We conclude that PBEF can inhibit insulin signaling through the IR by Nampt-dependent promotion of IR translocation into the nonraft domains of A549 epithelial cells. PBEF-induced alterations in the spatial geometry of the IR provide a mechanistic explanation for insulin resistance in inflammatory states associated with upregulation of PBEF.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0193-1849","1522-1555",NA,NA,NA,"15-Jan",2015,"308","4",NA,NA,NA,NA,"E324","E333",NA,"10.1152/ajpendo.00006.2014",NA,NA,NA,NA,NA,"WOS:000349303800007",25516545,1,"1 no 11"
"J","Willers, SM; Brunekreef, B; Abrahamse-Berkeveld, M; van de Heijning, B; van der Beek, E; Postma, DS; Kerkhof, M; Smit, HA; Wijga, AH",NA,NA,NA,"Willers, Saskia M.; Brunekreef, Bert; Abrahamse-Berkeveld, Marieke; van de Heijning, Bert; van der Beek, Eline; Postma, Dirkje S.; Kerkhof, Marjan; Smit, Henriette A.; Wijga, Alet H.",NA,NA,"Serum Visfatin and Leptin in Relation to Childhood Adiposity and Body Fat Distribution: The PIAMA Birth Cohort Study","ANNALS OF NUTRITION AND METABOLISM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Background/Aims: Visfatin has been suggested as a marker of visceral adiposity. We hypothesized that visfatin, but not leptin, would be specifically associated with visceral adiposity. We investigated the relation of serum visfatin and leptin with measures of adiposity and body fat distribution in children. Methods: Serum leptin and visfatin levels were measured in 1,022 12-year-old children participating in the PIAMA birth cohort. BMI, waist, hip and upper arm circumference were available for all children. Multiple linear regression analyses were conducted to study associations between different anthropometric indices and log serum visfatin and leptin levels. Results: All anthropometric indices showed positive and strong dose-response relationships with serum leptin. Visfatin was increased only in children with a high waist-to-hip ratio. The effect size was small compared to those observed for leptin and the association was present in overweight children (n = 133) but not in normal weight children. Conclusion: Serum leptin levels strongly increased with increasing adiposity, but were not related to a specific type of fat distribution. In contrast, serum visfatin was associated only with high waist-to-hip ratio in overweight children. Based on our study we would currently not recommend visfatin as a marker of visceral adiposity in the general population of children. (C) 2015 S. Karger AG, Basel",NA,NA,NA,NA,"brunekreef, bert/0000-0001-9908-0060",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0250-6807","1421-9697",NA,NA,NA,NA,2015,"66","03-Feb",NA,NA,NA,NA,"63","71",NA,"10.1159/000369979",NA,NA,NA,NA,NA,"WOS:000356487500001",25612646,1,"1 no 12"
"J","Kaminska, A; Kopczynska, E; Bielinski, M; Borkowska, A; Junik, R",NA,NA,NA,"Kaminska, Anna; Kopczynska, Ewa; Bielinski, Maciej; Borkowska, Alina; Junik, Roman",NA,NA,"Visfatin concentrations in obese patients in relation to the presence of newly diagnosed glucose metabolism disorders","ENDOKRYNOLOGIA POLSKA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Introduction: Visfatin, protein secreted by visceral adipose tissue, exerts insulin-mimetic actions. Visfatin concentration increases in patients with longer-standing diabetes type 2 with progressive beta-cell dysfunction. Data about the role of visfatin in newly diagnosed glucose metabolism abnormalities are limited. Evaluation of visfatin concentration in patients with obesity, in relation to the presence of newly diagnosed glucose metabolism disorders. Material and methods: The study included 68 subjects with obesity, without a previous diagnosis of abnormal glucose metabolism. In all subjects we performed an oral glucose tolerance test, and according to the results the group was divided into the subgroups: A (n = 31), with glucose metabolism disorders (impaired fasting glucose, impaired glucose tolerance and type 2 diabetes); and B (n = 37), without abnormalities. In all subjects serum lipids, uric acid, C-peptide, glycated haemoglobin (HbA(1c)), creatinine, and serum visfatin concentrations were measured. The control group comprised 30 lean, healthy individuals with normal glucose tolerance. Results: We found elevated visfatin levels in obese individuals versus the control group (50.0 +/- 48 vs. 26.7 +/- 22.1 ng/mL; p = 0.01). Visfatin concentrations in both subgroups, A and B, did not differ (40.86 +/- 27.84 vs. 57.7 +/- 59.79 ng/mL; p = 0.19). In subgroup A visfatin concentration correlated significantly with triglycerides (r = 0.37, p = 0.038), HbA(1c) (r = -0.43, p = 0.02), C-peptide (r = -0.38, p = 0.048), and waist-hip ratio (r = -0.41, p = 0.036). Conclusions: The presence of newly diagnosed glucose metabolism abnormalities in obese subjects had no influence on the visfatin level, probably due to preserved endogenous insulin secretion and relatively short exposure to hyperglycaemia in patients with prediabetes or at early stage of type 2 diabetes.",NA,NA,NA,"Kopczynska, Ewa/P-5017-2015; tasci, ilker/B-7556-2009","Kopczynska, Ewa/0000-0001-7412-9024;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0423-104X",NA,NA,NA,NA,NA,2015,"66","2",NA,NA,NA,NA,"108","113",NA,"10.5603/EP.2015.0016",NA,NA,NA,NA,NA,"WOS:000353919000002",25931039,1,"1 no 13"
"J","Sam, S; Mallone, T",NA,NA,NA,"Sam, Susan; Mallone, Theodore",NA,NA,"Adipose tissue changes in obesity and the impact on metabolic function","TRANSLATIONAL RESEARCH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Obesity is associated with adverse alterations in adipose tissue that predispose to metabolic dysregulation. These adverse alterations include accumulation of inflammatory macrophages leading to the activation of inflammation pathways, reduction in lipid turnover, and deposition of fat in ectopic locations. These alterations are precursors to the development of insulin resistance and metabolic dysfunction.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1931-5244","1878-1810",NA,NA,NA,"OCT",2014,"164","4",NA,NA,NA,NA,"284","292",NA,"10.1016/j.trsl.2014.05.008",NA,NA,NA,NA,NA,"WOS:000342716700004",24929206,1,"1 no 14"
"J","Raiten, DJ; Ashour, FAS; Ross, AC; Meydani, SN; Dawson, HD; Stephensen, CB; Brabin, BJ; Suchdev, PS; van Ommen, B",NA,NA,NA,"Raiten, Daniel J.; Ashour, Fayrouz A. Sakr; Ross, A. Catharine; Meydani, Simin N.; Dawson, Harry D.; Stephensen, Charles B.; Brabin, Bernard J.; Suchdev, Parminder S.; van Ommen, Ben",NA,"INSPIRE Consultative Grp","Inflammation and Nutritional Science for Programs/Policies and Interpretation of Research Evidence (INSPIRE)","JOURNAL OF NUTRITION",NA,NA,NA,NA,"Inflammation and Nutritional Science for Programs/Policies and Interpretation of Research Evidence (INSPIRE) Meeting","NOV 28-30, 2012","Natl Inst Hlth, Bethesda, MD",NA,"Natl Inst Hlth",NA,NA,"An increasing recognition has emerged of the complexities of the global health agenda specifically, the collision of infections and noncommunicable diseases and the dual burden of over- and undernutrition. Of particular practical concern are both 1) the need for a better understanding of the bidirectional relations between nutritional status and the development and function of the immune and inflammatory response and 2) the specific impact of the inflammatory response on the selection, use, and interpretation of nutrient biomarkers. The goal of the Inflammation and Nutritional Science for Programs/Policies and Interpretation of Research Evidence (INSPIRE) is to provide guidance for those users represented by the global food and nutrition enterprise. These include researchers (bench and clinical), clinicians providing care/treatment, those developing and evaluating programs/interventions at scale, and those responsible for generating evidence-based policy. The INSPIRE process included convening 5 thematic working groups (WGs) charged with developing summary reports around the following issues: 1) basic overview of the interactions between nutrition, immune function, and the inflammatory response; 2) examination of the evidence regarding the impact of nutrition on immune function and inflammation; a evaluation of the impact of inflammation and clinical conditions (acute and chronic) on nutrition; 4) examination of existing and potential new approaches to account for the impact of inflammation on biomarker interpretation and use, and 5) the presentation of new approaches to the study of these relations. Each WG was tasked with synthesizing a summary of the evidence for each of these topics and delineating the remaining gaps in our knowledge. This review consists of a summary of the INSPIRE workshop and the WG deliberations.",NA,NA,NA,"Calder, Philip/E-9739-2013; Friis, Henrik/N-2047-2014; Rink, Lothar/C-1055-2014;","Calder, Philip/0000-0002-6038-710X; Friis, Henrik/0000-0002-2848-2940; Suchdev, Parmi/0000-0002-0350-3469",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0022-3166","1541-6100",NA,NA,NA,"MAY",2015,"145","5",NA,"S",NA,NA,"1039S","1108S",NA,"10.3945/jn.114.194571",NA,NA,NA,NA,NA,"WOS:000354013100001",25833893,1,"1 no 15"
"J","Wan, Q; Cui, XB; Shao, JM; Zhou, FH; Jia, YH; Sun, XG; Zhao, XS; Chen, YY; Diao, JX; Zhang, L",NA,NA,NA,"Wan, Qiang; Cui, Xiaobing; Shao, Jiman; Zhou, Fenghua; Jia, Yuhua; Sun, Xuegang; Zhao, Xiaoshan; Chen, Yuyao; Diao, Jianxin; Zhang, Lei",NA,NA,"Beijing ambient particle exposure accelerates atherosclerosis in ApoE knockout mice by upregulating visfatin expression","CELL STRESS & CHAPERONES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ambient particulate matter (PM) exposure has been associated with atherosclerosis. However, research on the effect of real-world exposure to ambient PM in regulating visfatin expression in an animal model is very limited. The objective is to investigate whether Beijing ambient PM exposure could accelerate atherosclerosis in ApoE knockout (ApoE(-/-)) mice by upregulating visfatin expression. Forty male ApoE(-/-) mice were exposed to untreated ambient air (PM group, n = 20) or filtered air (FA group, n = 20), 24 h/day, 7 days/week, for 2 months. During the exposure, the mass concentrations of PM2.5 and PM10 in the two groups were continuously monitored. Moreover, a receptor source apportionment model was applied to apportion sources of PM2.5. At the end of the exposure, visfatin in plasma and aorta, biomarkers of inflammation, oxidative stress and lipid metabolism in blood samples, and bronchoalveolar lavage fluid (BALF) were determined, and the plaque area of the atherosclerosis lesions was quantified. PM-exposed mice were significantly higher than FA-exposed mice in terms of plasma visfatin, OxLDL, MDA, serum TC, LDL, TNF-alpha as well as IL-6, TNF-alpha, OxLDL, and MDA in BALF, while SOD and GSH-Px activities in plasma and BALF were reduced in PM-exposed mice. Pathological analysis of the aorta demonstrated that the plaque area and visfatin protein in the PM group increased significantly compared to the FA group. Our findings indicate that ambient PM exposure could accelerate atherosclerosis, which is related to visfatin upregulation, as well as the activation of inflammation and oxidative stress.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1355-8145","1466-1268",NA,NA,NA,"SEP",2014,"19","5",NA,NA,NA,NA,"715","724",NA,"10.1007/s12192-014-0499-2",NA,NA,NA,NA,NA,"WOS:000341428100013",24523034,1,"1 no 16"
"J","Tabari, ZA; Azadmehr, A; Nohekhan, A; Naddafpour, N; Ghaedi, FB",NA,NA,NA,"Tabari, Zahra Alizadeh; Azadmehr, Abbas; Nohekhan, Ali; Naddafpour, Nima; Ghaedi, Fatemeh Baharak",NA,NA,"Salivary Visfatin Concentrations in Patients With Chronic Periodontitis","JOURNAL OF PERIODONTOLOGY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Background: Visfatin, also known as pre-B-cell colony-enhancing factor, is secreted from a variety of cells and is thought to have some proinflammatory and immunomodulating effects. It is indicated that serum/plasma levels of visfatin increase in a number of inflammatory disorders. The present study aims to evaluate salivary concentrations of visfatin in patients with chronic periodontitis (CP). Methods: Twenty patients with CP and 20 periodontally healthy individuals were enrolled in this study. For each patient, the values of clinical parameters, such as bleeding index, plaque index, probing depth, and clinical attachment level (CAL), were recorded. Whole saliva samples were collected, and concentrations of visfatin were evaluated using standard enzyme-linked immunosorbent assay. Statistical analysis was performed using statistical software. Results: Visfatin was detectable in all samples. Salivary visfatin concentrations were significantly higher in the periodontitis group. In addition, there was a positive significant relationship between salivary visfatin concentrations and CAL in the periodontitis group. However, no significant association was observed between salivary visfatin levels and other periodontal parameters or body mass index. Conclusion: These results indicate that there is a relationship between salivary visfatin and CP; however, further studies are needed to confirm this finding.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0022-3492","1943-3670",NA,NA,NA,"AUG",2014,"85","8",NA,NA,NA,NA,"1081","1085",NA,"10.1902/jop.2013.130388",NA,NA,NA,NA,NA,"WOS:000341580100014",24228809,1,"1 no 17"
"J","Scotece, M; Conde, J; Abella, V; Lopez, V; Pino, J; Lago, F; Gomez-Reino, JJ; Gualillo, O",NA,NA,NA,"Scotece, Morena; Conde, Javier; Abella, Vanessa; Lopez, Veronica; Pino, Jesus; Lago, Francisca; Gomez-Reino, Juan J.; Gualillo, Oreste",NA,NA,"Bone metabolism and adipokines: are there perspectives for bone diseases drug discovery?","EXPERT OPINION ON DRUG DISCOVERY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Introduction: Over the past 20 years, the idea that white adipose tissue (WAT) is simply an energy depot organ has been radically changed. Indeed, present understanding suggests WAT to be an endocrine organ capable of producing and secreting a wide variety of proteins termed adipokines. These adipokines appear to be relevant factors involved in a number of different functions, including metabolism, immune response, inflammation and bone metabolism. Areas covered: In this review, the authors focus on the effects of several adipose tissue-derived factors in bone pathophysiology. They also consider how the modification of the adipokine network could potentially lead to promising treatment options for bone diseases. Expert opinion: There are currently substantial developments being made in the understanding of the interplay between bone metabolism and the metabolic system. These insights could potentially lead to the development of new treatment strategies and interventions with the aim of successful outcomes in many people affected by bone disorders. Specifically, future research should look into the intimate mechanisms regulating peripheral and central activity of adipokines as it has potential for novel drug discovery.",NA,NA,NA,"GUALILLO, ORESTE/B-8223-2008; Conde, Javier/P-5537-2015","GUALILLO, ORESTE/0000-0002-7154-1328; Abella Cajigal, Vanessa/0000-0002-3658-7208; Conde, Javier/0000-0002-2187-479X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1746-0441","1746-045X",NA,NA,NA,"AUG",2014,"9","8",NA,NA,NA,NA,"945","957",NA,"10.1517/17460441.2014.922539",NA,NA,NA,NA,NA,"WOS:000340258800007",24857197,1,"1 no 18"
"J","Petreanu, M; Eleuterio, N; Bosco, AA; Sandrim, VC",NA,NA,NA,"Petreanu, M.; Eleuterio, N.; Bosco, A. A.; Sandrim, V. C.",NA,NA,"Effect of simvastatin treatment on plasma visfatin levels in obese women","GYNECOLOGICAL ENDOCRINOLOGY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aims: Obesity is one of the major concerns in the world currently, its prejudicial effect is exerted by proteins secreted by adipose tissue, among them visfatin was demonstrated to be related with BMI and cardiovascular diseases. The HMG-CoA reductase inhibitors are known to minimize the cardiovascular risk in hyperlipidemic patients and recently the discovery of various pleiotropic effects has made the statins evidencing among others anti-inflammatory effect. Our objective in this study was to determinate if simvastatin treatment may modulate visfatin levels in obese women without any other metabolic disorder. Methods: We recruited 25 obese women without any other metabolic disorder and treated with simvastatin for 6 weeks 20 mg/day. Results: The levels of plasma visfatin were similar before and after treatment (22 20 versus 27+/-14 ng/mL, p>0.05) and correlated with BMI before treatment (p=0.001). We also found correlations among visfatin and insulin levels (p=0.015) and HOMA-IR (p=0.025) only after treatment. Conclusion: These findings suggest that visfatin is not modulated by simvastatin treatment in this group but the treatment may interfere on the relation among visfatin, BMI, insulin and HOMA-IR.",NA,NA,NA,"Sandrim, Valeria/A-2575-2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0951-3590","1473-0766",NA,NA,NA,"AUG",2014,"30","8",NA,NA,NA,NA,"577","580",NA,"10.3109/09513590.2014.911273",NA,NA,NA,NA,NA,"WOS:000340019100010",24819315,1,"1 no 19"
"J","Motawi, TMK; Shaker, OG; El-Sawalhi, MM; Abdel-Nasser, ZM",NA,NA,NA,"Motawi, Tarek M. K.; Shaker, Olfat G.; El-Sawalhi, Maha M.; Abdel-Nasser, Zeinab M.",NA,NA,"Visfatin-948G/T and resistin-420C/G polymorphisms in Egyptian type 2 diabetic patients with and without cardiovascular diseases","GENOME",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Diabetes mellitus is one of the main threats to human health in the 21st century. Visfatin/Nampt and resistin are novel adipokines that have been implicated in the pathogenesis of type 2 diabetes mellitus (T2DM) and cardiovascular disease (CVD) complication. Several genetic studies have shown inconsistent results regarding association of visfatin/Nampt gene (NAMPT) and resistin gene (RETN) polymorphisms with T2DM and CVD complications. Here, we investigate whether NAMPT -948G/T and RETN -420C/G polymorphisms are associated with T2DM, its CVD complications, and serum adipokines levels in 90 Egyptian diabetic patients (44 without CVD and 46 with CVD) along with 60 healthy control subjects. Higher frequencies of NAMPT -948G/G and RETN -420G/G were observed among T2DM patients compared with controls. Furthermore, the frequencies of these genotypes were significantly higher in T2DM patients with CVD than those without CVD. Both NAMPT -948G/G and RETN -420G/G genotypes and G alleles were significantly associated with T2DM and CVD in Egyptian diabetic patients. Moreover, serum visfatin/Nampt and resistin levels were markedly elevated in T2DM patients, with the highest values observed in G/G genotypes among T2DM patients with CVD. In addition, positive correlations were observed between plasma adipokines levels and CVD risk factors. In conclusion, our data suggests that genetic variations in NAMPT -948G/T and RETN -420C/G may contribute to the disposition for T2DM and its CVD complications in Egyptian patients. However, further studies with greater sample size should be performed to verify these results.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0831-2796","1480-3321",NA,NA,NA,"MAY",2014,"57","5",NA,NA,NA,NA,"259","266",NA,"10.1139/gen-2014-0022",NA,NA,NA,NA,NA,"WOS:000341826900003",25120107,1,"1 no 20"
"J","Ooi, SQ; Chan, RME; Poh, LKS; Loke, KY; Heng, CK; Chan, YH; Gan, SU; Lee, KO; Lee, YS",NA,NA,NA,"Ooi, S. Q.; Chan, R. M. E.; Poh, L. K. S.; Loke, K. Y.; Heng, C. K.; Chan, Y. H.; Gan, S. U.; Lee, K. O.; Lee, Y. S.",NA,NA,"Visfatin and its genetic variants are associated with obesity-related morbidities and cardiometabolic risk in severely obese children","PEDIATRIC OBESITY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Background Visfatin is an adipokine, associated with obesity and possibly glucose regulation. Objective The aim of this study was to examine the association of visfatin and its genetic variants with adiposity, cardiometabolic risk factors and obesity-related morbidities in obese children. Methods Anthropometric measurements, dual energy X-ray absorptiometry scan, fasting blood samples and oral glucose tolerance tests were performed for 243 obese children. We screened the visfatin gene of 24 obese subjects and then performed genotyping of identified genetic variants in other 219 obese children through direct DNA sequencing. Results Fasting serum visfatin correlated with measures of obesity and liver enzymes and was elevated in obese children with abnormal glucose tolerance and non-alcoholic fatty liver disease. The two upstream single nucleotide polymorphisms, -3187G>A (rs11977021) and -1537C>T (rs61330082), were at complete linkage disequilibrium. The AA genotype of -3187G>A was associated with higher serum visfatin (6.17 +/- 0.76 ng mL(-1) vs. 3.92 +/- 0.44 ng mL(-1)) and higher triglyceride (1.39 +/- 0.08 mmol L-1 vs. 1.19 +/- 0.07 mmol L-1) as compared with the GG genotype. There was also a significant linear increase in serum visfatin across GG to GA to AA genotype of -3187G>A, indicating possible additive effect of A allele. The dominant GA + AA genotype model of +21426G>A (rs2302559) was associated with lower serum visfatin (3.83 +/- 0.56 ng mL(-1) vs. 5.13 +/- 0.34 ng mL(-1)) and lower plasma glucose (4.37 +/- 0.08 mmol L-1 vs. 4.77 +/- 0.12 mmol L-1) as compared with the GG genotype. Conclusion Visfatin and its genetic variants were associated with adiposity, obesity-related morbidities and adverse cardiometabolic parameters. This supported our hypothesis that visfatin plays a significant role in the development of obesity-related morbidities and cardiometabolic risk.",NA,NA,NA,"Lee, Yung Seng/F-2169-2014; Loke, Kah Yin/E-6586-2015; Heng, Chew-Kiat/A-5530-2009;","Lee, Yung Seng/0000-0002-1253-0557; Heng, Chew-Kiat/0000-0002-7309-9473; Lee, Kok-Onn/0000-0002-3040-1185; Gan, Shu Uin/0000-0002-9672-0306",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2047-6310","2047-6302",NA,NA,NA,"APR",2014,"9","2",NA,NA,NA,NA,"81","91",NA,"10.1111/j.2047-6310.2013.00149.x",NA,NA,NA,NA,NA,"WOS:000332469200003",23447513,1,"1 no 21"
"J","Schuster, S; Penke, M; Gorski, T; Petzold-Quinque, S; Damm, G; Gebhardt, R; Kiess, W; Garten, A",NA,NA,NA,"Schuster, Susanne; Penke, Melanie; Gorski, Theresa; Petzold-Quinque, Stefanie; Damm, Georg; Gebhardt, Rolf; Kiess, Wieland; Garten, Antje",NA,NA,"Resveratrol Differentially Regulates NAMPT and SIRT1 in Hepatocarcinoma Cells and Primary Human Hepatocytes","PLOS ONE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Resveratrol is reported to possess chemotherapeutic properties in several cancers. In this study, we wanted to investigate the molecular mechanisms of resveratrol-induced cell cycle arrest and apoptosis as well as the impact of resveratrol on NAMPT and SIRT1 protein function and asked whether there are differences in hepatocarcinoma cells (HepG2, Hep3B cells) and non-cancerous primary human hepatocytes. We found a lower basal NAMPT mRNA and protein expression in hepatocarcinoma cells compared to primary hepatocytes. In contrast, SIRT1 was significantly higher expressed in hepatocarcinoma cells than in primary hepatocytes. Resveratrol induced cell cycle arrest in the S-and G2/M- phase and apoptosis was mediated by activation of p53 and caspase-3 in HepG2 cells. In contrast to primary hepatocytes, resveratrol treated HepG2 cells showed a reduction of NAMPT enzymatic activity and increased p53 acetylation (K382). Resveratrol induced NAMPT release from HepG2 cells which was associated with increased NAMPT mRNA expression. This effect was absent in primary hepatocytes where resveratrol was shown to function as NAMPT and SIRT1 activator. SIRT1 inhibition by EX527 resembled resveratrol effects on HepG2 cells. Furthermore, a SIRT1 overexpression significantly decreased both p53 hyperacetylation and resveratrol-induced NAMPT release as well as S-phase arrest in HepG2 cells. We could show that NAMPT and SIRT1 are differentially regulated by resveratrol in hepatocarcinoma cells and primary hepatocytes and that resveratrol did not act as a SIRT1 activator in hepatocarcinoma cells.",NA,NA,NA,NA,"Damm, Georg/0000-0002-2104-8076",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1932-6203",NA,NA,NA,NA,"06-Mar",2014,"9","3",NA,NA,NA,NA,NA,NA,"e91045","10.1371/journal.pone.0091045",NA,NA,NA,NA,NA,"WOS:000332483600123",24603648,1,"1 no 22"
